month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
7/1/2021,Wyoming,842,17,2134,2126,159,120,20,1,3,0,137,104,3,28,2,0,0,0,4,6,0,0,0,0,5706
6/1/2021,Alabama,31515,455,21625,13805,1448,903,1,32,6,3,1782,604,10,31,0,0,0,0,33,24,5,0,2,0,72284
6/1/2021,Alaska,299,20,2964,2388,279,187,0,1,1,0,102,84,1,36,27,0,0,0,10,16,0,0,0,0,6415
6/1/2021,Arizona,5387,620,19608,8998,1809,908,0,7,6,3,742,248,5,153,12,1,0,0,16,10,5,1,0,0,38539
6/1/2021,Arkansas,5959,828,7606,4729,450,327,1,16,9,0,755,531,1,0,0,0,0,0,9,9,1,0,0,0,21231
6/1/2021,California,19320,12744,42689,28180,7523,0,0,6,1,0,472,295,8,1444,955,106,0,0,7828,3352,634,35,17,0,125609
6/1/2021,Colorado,9963,17,19416,11932,1666,1535,0,0,0,0,0,0,0,380,58,3,0,0,0,0,0,0,0,0,44970
6/1/2021,Connecticut,15189,514,6971,1961,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25840
6/1/2021,Delaware,564,0,2586,1319,208,118,0,0,0,0,17,9,1,58,0,0,0,0,76,45,6,1,1,0,5009
6/1/2021,District of Columbia,649,0,309,10,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,976
6/1/2021,Florida,26151,0,65835,23329,5551,2988,0,13,5,2,2574,671,9,1279,99,14,0,0,468,209,84,43,26,1,129351
6/1/2021,Georgia,26471,0,21732,8638,937,752,0,19,8,3,1375,494,4,27,0,0,0,0,23,4,0,1,1,0,60489
6/1/2021,Guam,0,0,232,122,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
6/1/2021,Hawaii,1316,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1319
6/1/2021,Idaho,6690,37,5730,4946,548,262,1,1,1,0,211,213,2,57,14,1,0,0,15,11,1,0,0,0,18741
6/1/2021,Illinois,14242,715898,24191,9377,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764884
6/1/2021,Indiana,899,84448,21193,10780,1592,859,14,9,2,3,506,226,20,36,2,0,0,0,41,27,11,0,2,0,120670
6/1/2021,Iowa,6022,7865,174,1964,37,1,1,0,1,0,2,25,0,24,11,22,0,0,3,0,0,0,0,0,16152
6/1/2021,Kansas,2448,6,6351,4578,588,326,0,5,4,2,450,178,13,50,10,1,0,0,5,4,2,0,0,0,15021
6/1/2021,Kentucky,1026,301660,11034,6804,510,491,0,14,6,1,1118,547,2,8,5,0,0,0,27,23,0,1,3,0,323280
6/1/2021,Louisiana,4275,559,16491,6995,1096,705,0,7,6,8,753,350,16,0,0,0,0,0,34,18,1,1,2,0,31317
6/1/2021,Maine,551,1,3645,3143,331,184,3,2,0,0,51,41,0,31,4,3,0,0,13,6,3,0,0,0,8012
6/1/2021,Mariana Islands,0,0,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
6/1/2021,Maryland,5333,30,7909,5525,127,4,0,0,1,0,39,50,1,100,13,2,0,0,0,16,3,0,1,1,19155
6/1/2021,Massachusetts,8095,1,6062,2966,1010,271,2,0,0,0,11,6,2,2,0,0,0,0,21,32,7,0,2,0,18490
6/1/2021,Michigan,19090,6104,24641,14734,2039,749,1,2,4,1,15,139,3,85,17,0,0,0,28,7,3,0,1,0,67663
6/1/2021,Minnesota,15906,25962,12119,9001,1021,507,0,3,2,2,138,131,5,92,21,3,0,0,26,37,1,0,0,0,64977
6/1/2021,Mississippi,2367,0,10684,5523,565,382,0,5,1,0,1115,482,1,16,1,0,0,0,14,6,1,1,1,0,21165
6/1/2021,Missouri,4514,0,20234,12466,1890,979,0,8,6,1,1005,421,9,338,28,2,0,0,49,41,13,4,3,0,42011
6/1/2021,Montana,1072,8,3972,3918,268,248,4,5,2,1,323,322,0,30,8,0,0,0,1,12,1,0,0,0,10195
6/1/2021,Nebraska,3728,54,146,1381,26,2,0,0,0,0,1,24,0,19,3,0,0,0,0,1,0,0,0,0,5385
6/1/2021,Nevada,3813,0,6128,2676,451,310,0,0,0,0,182,57,0,0,0,0,0,0,309,106,17,0,0,0,14049
